,ET_Over_60_Population,EM_Over_60_Pop_Median_Age,E_Over_60_SEX_Male,E_Over_60_SEX_Female,E_Over_60_RACE_One_Race,E_Over_60_RACE_White,E_Over_60_RACE_Black,E_Over_60_RACE_Native_Pop,E_Over_60_RACE_Asian,E_Over_60_RACE_Pacific_Islander,E_Over_60_RACE_Other_Race,E_Over_60_RACE__Two_or_More_Races,E_Over_60_RACE_Hispanic,E_Over_60_RACE_White_Alone,E_Over_60_Pop_in_Households_Householder_Spouse,E_Over_60_Pop_in_Households_Householder_Parent,E_Over_60_Pop_in_Households_Householder_Other_Relative,E_Over_60_Pop_in_Households_Householder_Nonrelative,E_Over_60_Pop_in_Households_Householder_Unmarried_Partner,E_Over_60_Households_TYPE_Family,E_Over_60_Households_TYPE_Family_Married_Couple,E_Over_60_Households_TYPE_Family_Female_Householder,E_Over_60_Households_TYPE_Nonfamily,E_Over_60_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_60_MARITAL_STATUS_Married,E_Total_Pop_Over_60_MARITAL_STATUS_Divorced,E_Total_Pop_Over_60_MARITAL_STATUS_Separated,E_Total_Pop_Over_60_MARITAL_STATUS_Never_Married,E_Pop_Over_60_EDUCATION_Less_Than_High_School,E_Pop_Over_60_EDUCATION_Less_High_School_Grad,E_Pop_Over_60_EDUCATION_Some_College,E_Pop_Over_60_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Pop_Over_60_VETERAN_STATUS_Civilian_Veteran,E_Pop_Over_60_DISABILITY_STATUS_Yes,E_Pop_Over_60_DISABILITY_STATUS_No,E_Pop_Over_60_Place_of_Residence_Last_Year_Same_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_US_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Over_60_Pop_CITIZENSHIP_Native,ET_Over_60_Pop_CITIZENSHIP_Foreign_Born,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Over_60_Pop_LANGUAGE_English_Only_At_Home,E_Over_60_Pop_LANGUAGE_Nonenglish_At_Home,E_Over_60_Pop_LANGUAGE_Limited_English,ET_Over_60_Pop_EMPLOYMENT_STATUS_in_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Employed,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_Not_In_Labor_Force,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,EM_Over_60_Households_WITH_INCOME_Mean_Earnings,EM_Over_60_Households_WITH_INCOME_Mean_Social_Security,EM_Over_60_Households_WITH_INCOME_Mean_Suppl_Security,EM_Over_60_Households_WITH_INCOME_Mean_Retirement_Income,EM_Over_60_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_EARNINGS,E_Over_60_Households_WITH_INCOME_WITH_Social_Security,E_Over_60_Households_WITH_INCOME_WITH_Suppl_Security,E_Over_60_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_Retirement_Income,E_Over_60_Households_WITH_INCOME_WITH_SNAP,E_Over_60_Pop_POVERTY_STATUS_Below_100_Percent,E_Over_60_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Over_60_Pop_POVERTY_STATUS_Above_150_Percent,E_Over_60_HOUSING_UNITS_Owner_Occupied,E_Over_60_HOUSING_UNITS_Rented,E_Over_60_HOUSING_UNITS_No_Telephone,E_Over_60_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Owned,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Rented,E_TRANSPORTATION_Workers_Over_60_Public_Transportation,E_TRANSPORTATION_Workers_Over_16_over_60_mins_public_transportation,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,Lat,Long_,FIPS,4_22_Confirmed,4_22_Deaths
128,72226,68.6,33151.734,39074.266,71142.61,63414.428,1805.65,866.712,2600.136,72.226,2455.684,1083.39,15961.946,50847.104,59631.946,4963.42,4396.172,1843.556,638.154,25043.796,19021.656,4194.732,16488.204,15117.648,41024.368,13217.358,1155.616,3755.752,12206.194,22678.964,22534.512,14806.33,7294.826,1733.424,13217.358,22900.962,48220.038,66953.502,5128.046,144.452,63153,9073,807.497,1351.877,6913.626,5216.975,3856.025,59225.32,13000.68,7078.148,23184.546,23184.546,22462.286,722.26,49041.454,2166.78,63948,20165,12541,26876,2295,23714.772,29736.912,2491.92,913.704,18024.888,3405.624,5689.68,5405.196,59955.003,32976.408,8555.592,664.512,498.384,2.26,1.85,8743.05,12823.14,COLORADO,Adams,1166.256942,426.2482666,0.5892,39.87432092,-104.3362578,8001,1033,46
129,115900,68.4,52155,63745,114509.2,97471.9,8460.7,579.5,5679.1,115.9,2318,1390.8,8460.7,91908.7,100226.084,6257.02,4436.796,2844.1,1137.64,39486.363,32778.522,4494.945,29666.637,27522.894,68265.1,21789.2,1506.7,6722.2,8113,25382.1,33379.2,49025.7,7533.5,1622.6,19934.8,27795.504,86120.496,106048.5,9387.9,579.5,101028,14872,1189.76,1903.616,11778.624,10083.216,4788.784,99905.8,15994.2,8924.3,42187.6,42187.6,41144.5,1043.1,73712.4,3013.4,86082,21286,10253,30874,3474,39555.516,46055.898,3665.109,1452.213,29459.178,3665.109,7632.372,6379.296,99904.332,54492.564,14660.436,1037.295,345.765,2.03,1.63,18519.648,16204.692,COLORADO,Arapahoe,797.9309172,797.9024077,0.2662,39.64977461,-104.3353617,8005,1717,87
130,62511,68.2,28755.06,33755.94,62010.912,58822.851,437.577,187.533,1812.819,62.511,750.132,500.088,3875.682,55884.834,56077.556,1656.558,1411.142,2208.744,1043.018,20577.705,18000.684,1769.298,17885.295,15885.219,37506.6,11814.579,500.088,4125.726,2875.506,9376.65,14752.596,35506.248,1687.797,437.577,8689.029,13090.98,48369.02,57197.565,4938.369,375.066,56881,5630,433.51,371.58,4819.28,4070.49,1559.51,56134.878,6376.122,2500.44,23566.647,23566.647,22754.004,812.643,38944.353,2125.374,83478,20599,11950,35649,3082,21385.428,25270.191,1346.205,615.408,15962.145,1576.983,4240.74,3073,54146.26,30693.474,7769.526,384.63,115.389,1.89,1.51,13622.038,6912.676,COLORADO,Boulder,726.3699076,441.9648951,0.1704,40.09313619,-105.3546767,8013,417,20
131,11697,69.4,5146.68,6550.32,11556.636,10983.483,58.485,35.091,421.092,0,58.485,140.364,678.426,10410.33,10637.575,276.6,311.175,299.65,149.825,4114.592,3600.268,412.908,3129.408,2861.38,7263.837,2011.884,70.182,456.183,573.153,2491.461,3637.767,4994.619,397.698,35.091,2058.672,2950.4,8574.6,10480.512,1158.003,58.485,10674,1023,85.932,190.278,746.79,775.434,247.566,10796.331,900.669,386.001,3544.191,3544.191,3497.403,58.485,8152.809,187.152,75688,21957,10208,36410,2084,3527.828,5309.852,383.932,101.416,3296.02,210.076,530.15,564.725,10430.125,5737.248,1506.752,79.684,36.22,1.84,1.39,4108.338,8047.26,COLORADO,Broomfield,33.0035341,2003.421809,0.049,39.95998787,-105.0566324,8014,110,2
132,10071,69.7,4803.867,5267.133,10000.503,9859.509,10.071,90.639,0,0,40.284,70.497,594.189,9315.675,9010.212,246.45,276.024,325.314,98.58,3361.6,2970.432,275.04,2750.4,2395.904,6072.813,1873.206,30.213,392.769,876.177,3001.158,3655.773,2537.892,372.627,151.065,2296.188,3677.352,6234.648,9285.462,785.538,0,9830,241,1.928,0,239.072,142.913,98.087,9466.74,604.26,201.42,2376.756,2376.756,2265.975,110.781,7694.244,453.195,53909,18064,9377,27229,1471,2658.72,4828.48,330.048,91.68,2383.68,568.416,1159.704,1219.176,7533.12,4938.496,1173.504,140.576,30.56,1.88,1.64,5145.036,3939.312,COLORADO,Delta,1142.126464,26.5697372,0.6866,38.86246243,-107.8631342,8029,25,1
133,112708,68.9,50042.352,62665.648,111017.38,90166.4,11721.632,1127.08,3719.364,112.708,4170.196,1690.62,20850.98,74499.988,96212.457,5730.868,4849.196,3526.688,1432.717,31509.216,23923.664,5543.288,41428.784,38584.202,51282.14,27162.628,2254.16,12961.42,17807.864,22203.476,27500.752,45308.616,5748.108,1577.912,17131.616,32557.266,78181.734,102451.572,9918.304,450.832,96560,16148,1017.324,2551.384,12563.144,9640.356,6507.644,91293.48,21414.52,11947.048,35052.188,35052.188,33474.276,1577.912,77655.812,4959.152,76295,18504,9470,31879,3295,35374.93,50764.848,4740.97,2552.83,26184.742,7147.924,13288.68,10520.205,86930.115,49524.902,23413.098,1604.636,583.504,1.93,1.47,53112.807,8583.888,COLORADO,Denver,153.2920296,4523.503289,0.4197,39.76018276,-104.8725695,8031,2071,96
134,53032,68.3,24978.072,28053.928,52766.84,50115.24,477.288,212.128,1537.928,53.032,371.224,265.16,2227.344,48418.216,48337.32,2005.26,1530.33,897.09,422.16,20021.274,18330.186,1328.712,10176.726,9482.172,38130.008,7106.288,371.224,1113.672,1431.864,8962.408,15485.344,27152.384,2386.44,477.288,9068.472,10935.603,41893.397,47993.96,4878.944,159.096,49029,4003,376.282,228.171,3398.547,3222.415,780.585,49266.728,3765.272,1590.96,20152.16,20152.16,19409.712,742.448,32879.84,1909.152,94970,23773,12371,36619,4967,17545.038,20927.214,785.148,362.376,14495.04,664.356,1849.015,1426.383,49553.602,25758.894,4439.106,241.584,30.198,1.98,1.57,12249.512,14615.895,COLORADO,Douglas,840.2497041,391.0908845,0.015,39.33133796,-104.930001,8035,392,18
135,8551,66.4,4600.438,3950.562,8525.347,8431.286,0,51.306,17.102,0,25.653,25.653,649.876,7807.063,7724.68,162.355,375.98,290.53,34.18,3211.572,3046.876,87.192,1632.428,1375.696,6139.618,1590.486,68.408,290.734,324.938,949.161,2402.831,4865.519,290.734,51.306,914.957,1137.283,7413.717,7995.185,530.162,25.653,7942,609,0,51.765,557.235,288.057,320.943,7943.879,607.121,359.142,4010.419,4010.419,3967.664,42.755,4540.581,94.061,110501,22276,18673,42198,5960,3361.736,2848.272,125.944,14.532,1414.448,130.788,444.652,282.183,7824.165,4412.884,431.116,101.724,0,1.96,2.02,1041.48,3408.48,COLORADO,Eagle,1684.470957,32.2694789,0.1369,39.62754308,-106.6933637,8037,488,7
136,120289,68.6,55212.651,65076.349,118244.087,106576.054,4811.56,601.445,3608.67,360.867,2285.491,2044.913,9021.675,100561.604,107980.6,4390.42,3797.12,2373.2,830.62,42894.028,36452.604,4611.474,30303.972,28400.824,74458.891,20930.286,1323.179,4931.849,8660.808,27065.025,39575.081,44988.086,5653.583,1443.468,32473.44,34463.31,84375.69,110064.435,9743.409,601.445,109746,10543,537.693,664.209,9341.098,8118.11,2424.89,108019.522,12269.478,4691.271,36567.856,36567.856,35244.677,1443.468,83721.144,4570.982,68815,19625,9888,33644,3804,36452.604,52482.966,3733.098,1610.356,37404.178,4611.474,8557.632,8676.488,101740.736,58777.994,14420.006,1171.168,292.792,1.98,1.51,24647.18,23981.04,COLORADO,El Paso,2126.844422,323.5558712,0.3927,38.83240149,-104.5251411,8041,774,54
137,12980,69.6,6477.02,6502.98,12863.18,12331,207.68,64.9,116.82,0,129.8,116.82,726.88,11759.88,11600.058,71.166,83.027,118.61,83.027,4672.122,3973.632,543.27,3088.878,2863.809,8398.06,1856.14,129.8,454.3,1181.18,4400.22,4322.34,3063.28,389.4,181.72,3245,3904.901,7964.099,11980.54,960.52,38.94,12580,400,4,0,396,283.2,117.2,12369.94,610.06,246.62,2712.82,2712.82,2608.98,103.84,10267.18,506.22,50649,18624,11403,27027,2768,3143.205,6092.385,558.792,217.308,3694.236,667.446,1151.293,1293.721,9435.855,6643.416,1117.584,162.981,46.566,1.71,1.41,5695.709,7833.291,COLORADO,Fremont,1533.081455,30.6585145,0.6525,38.47362326,-105.4399667,8043,19,0
138,10747,67.4,5083.331,5663.669,10628.783,10317.12,53.735,53.735,85.976,0,118.217,118.217,827.519,9640.059,9403.765,357.238,409.773,336.224,94.563,3711.6,3278.58,327.858,2474.4,2072.31,6921.068,1859.231,42.988,526.603,1020.965,2729.738,3310.076,3686.221,354.651,64.482,1633.544,2755.454,7761.546,9876.493,795.278,75.229,9878,869,59.092,100.804,709.104,689.117,179.883,9683.047,1063.953,548.097,4481.499,4481.499,4352.535,128.964,6265.501,300.916,66545,19915,11903,37603,4571,3773.46,4132.248,160.836,49.488,2171.286,290.742,809.809,715.156,8981.518,4998.288,1187.712,80.418,74.232,1.96,1.69,2307.38,3004.96,COLORADO,Garfield,2947.543401,19.8599281,0.351,39.59921777,-107.902708,8045,71,2
139,128830,68.8,59004.14,69825.86,127799.36,122002.01,772.98,644.15,2576.6,0,1674.79,1030.64,9791.08,114401.04,116500.053,3162.325,2909.339,3921.283,1517.916,45795.252,39106.942,4721.16,32890.748,30215.424,80518.75,21643.44,772.98,6183.84,7729.8,30790.37,38133.68,52176.15,5282.03,1417.13,22416.42,31683,95049,119940.73,8760.44,257.66,120650,8180,351.74,621.68,7214.76,6364.04,1815.96,118265.94,10564.06,3736.07,44704.01,44704.01,43415.71,1417.13,84125.99,3993.73,81798,21220,10888,33565,3795,41782.266,54765.456,3383.498,1180.29,35959.502,2832.696,7350.456,6970.26,112411.284,64286.462,14399.538,944.232,236.058,1.98,1.52,23433.136,15791.896,COLORADO,Jefferson,764.2894329,746.3494528,0.0627,39.58635604,-105.2517692,8059,1064,43
140,13026,68,6408.792,6617.208,12843.636,12192.336,0,429.858,13.026,0,208.416,182.364,1003.002,11514.984,11785.256,192.99,437.444,463.176,115.794,4494.732,3957.928,376.564,3517.268,3260.884,8245.458,2383.758,117.234,534.066,625.248,2579.148,3907.8,5913.804,351.702,195.39,2175.342,2574,10296,12231.414,794.586,13.026,12778,248,12.896,11.904,222.952,198.896,49.104,11905.764,1120.236,143.286,4559.1,4559.1,4467.918,91.182,8466.9,273.546,71702,20230,9863,41299,11568,4286.42,5600.388,224.336,120.18,2876.308,248.372,913.77,978.12,10978.11,6746.104,1265.896,184.276,40.06,1.95,1.57,3587.969,3196.006,COLORADO,La Plata,1689.783902,32.60831159,0.1086,37.28632032,-107.8429014,8067,53,0
141,70411,68.9,32881.937,37529.063,69706.89,67876.204,281.644,281.644,844.932,70.411,281.644,704.11,3168.495,65341.408,65252.704,1317.536,1248.192,1525.568,624.096,26038.908,23400.414,1773.414,17215.092,15787.71,47104.959,10772.883,563.288,2182.741,2675.618,15349.598,21264.122,31051.251,2041.919,633.699,12462.747,16882.182,52591.818,64637.298,5562.469,211.233,67020,3391,84.775,288.235,3017.99,2478.821,912.179,66467.984,3943.016,1267.398,22249.876,22249.876,21334.533,915.343,48161.124,2816.44,69613,20444,9972,34991,2771,21497.238,30494.07,1600.398,778.572,18599.22,2249.208,4863.18,4446.336,60164.484,34776.216,8477.784,562.302,173.016,1.93,1.44,6888.205,8568.255,COLORADO,Larimer,2595.766922,130.2740231,0.1194,40.66671597,-105.4625784,8069,266,14
142,37056,69.8,17045.76,20010.24,36685.44,35721.984,37.056,333.504,259.392,0,370.56,370.56,2186.304,34054.464,33522.363,620.109,984.879,1313.172,291.816,12728.565,10873.765,1251.99,10456.435,9760.885,21751.872,6336.576,407.616,1593.408,3038.592,10375.68,12673.152,10968.576,1334.016,555.84,7485.312,11872.575,24658.425,33683.904,3149.76,222.336,35996,1060,26.5,65.72,967.78,827.86,232.14,35129.088,1926.912,518.784,10412.736,10412.736,9893.952,518.784,26643.264,1815.744,52420,19388,10480,27833,11390,11082.43,18246.595,1043.325,602.81,9413.11,1993.91,3178.197,3287.79,30065.013,18988.515,4196.485,579.625,208.665,1.9,1.6,2183.379,12637.133,COLORADO,Mesa,3328.932559,45.0588882,0.5755,39.01787888,-108.469799,8077,37,0
143,7518,69.2,3578.568,3939.432,7457.856,6946.632,15.036,338.31,22.554,0,135.324,60.144,443.562,6645.912,6625.63,132.66,280.06,339.02,44.22,2575.111,2212.917,318.024,1841.889,1727.047,4646.124,1232.952,97.734,353.346,796.908,2187.738,2014.824,2518.53,278.166,127.806,1420.902,2403.7,4992.3,7021.812,488.67,7.518,7350,168,9.072,0,158.928,120.96,47.04,6991.74,526.26,150.36,1887.018,1887.018,1834.392,52.626,5630.982,218.022,46196,18969,8838,29304,2940,2031.82,3454.094,216.433,141.344,1833.055,300.356,628.66,806.164,5961.176,3670.527,746.473,101.591,8.834,1.98,1.48,0,8046.053,COLORADO,Montezuma,2029.327837,12.76728162,0.4946,37.33859579,-108.5958857,8083,13,2
144,12423,69.8,5813.964,6609.036,12261.501,11888.811,62.115,37.269,62.115,0,211.191,161.499,968.994,11143.431,11402.088,244.68,354.786,244.68,110.106,4494.198,3966.382,388.1,3267.802,3104.8,8012.835,1838.604,62.115,360.267,1192.608,3826.284,3913.245,3490.863,447.228,186.345,2497.023,4137.458,8103.542,11478.852,931.725,12.423,12030,393,9.825,36.942,345.84,236.979,156.021,11491.275,931.725,285.729,2882.136,2882.136,2745.483,136.653,9540.864,608.727,47007,19199,8618,29609,4349,3065.99,6217.362,395.862,240.622,3104.8,659.77,1273.064,1028.244,9939.692,6302.744,1459.256,147.478,7.762,1.81,1.4,0,8847.948,COLORADO,Montrose,2240.945104,18.41544441,0.7153,38.40214114,-108.2639022,8085,82,9
145,40394,69.6,18581.24,21812.76,39545.726,35263.962,605.91,969.456,242.364,0,2423.64,848.274,12158.594,26781.222,35811.02,860.09,1329.23,1094.66,508.235,14134.874,11075.268,2199.882,11151.126,10316.688,22741.822,7230.526,484.728,2383.246,4968.462,12077.806,14016.718,9331.014,1858.124,1090.638,8078.8,15364.048,23829.952,37364.45,2908.368,121.182,39282,1112,47.816,21.128,1043.056,818.432,293.568,33325.05,7068.95,1252.214,9169.438,9169.438,8805.892,363.546,31224.562,1615.76,54038,17975,10189,25078,2701,10164.972,18711.64,2149.31,758.58,11833.848,2730.888,4781.668,4272.146,30140.186,19874.796,5411.204,606.864,177.002,2.03,1.57,10184.304,8943.908,COLORADO,Pueblo,2386.078246,69.01911128,0.8669,38.17359144,-104.5127437,8101,107,7
146,7265,67.6,3719.68,3545.32,7156.025,6988.93,65.385,14.53,79.915,0,7.265,108.975,268.805,6727.39,6831.45,143.82,107.865,107.865,57.528,2742.684,2383.626,168.714,1583.316,1440.558,4976.525,1227.785,21.795,326.925,326.925,1685.48,2470.1,2775.23,232.48,43.59,1663.685,1898.688,5293.312,6632.945,632.055,0,6997,268,0,0,268,247.9,20.1,6909.015,355.985,43.59,2310.27,2310.27,2230.355,79.915,4954.73,261.54,47788,20368,10419,33973,6125,2383.626,3106.068,173.04,56.238,2279.802,242.256,503.44,424.328,6257.04,3997.224,328.776,82.194,12.978,1.83,1.54,2094.534,3159.703,COLORADO,Teller,557.0425744,43.28753512,0.0729,38.88133511,-105.1614893,8119,25,2
147,50930,68.3,24344.54,26585.46,50216.98,48179.78,203.72,254.65,509.3,0,1069.53,713.02,7894.15,41609.81,44615.354,2559.486,1656.138,1355.022,501.86,18339.3,15148.56,2176.86,11480.7,10496.64,32085.9,7996.01,458.37,1884.41,6569.97,15431.79,16093.88,12885.29,3819.75,1069.53,8963.68,14820.8,35419.2,46702.81,4074.4,152.79,47341,3589,269.175,244.052,3075.773,2009.84,1579.16,44563.75,6366.25,2953.94,17774.57,17774.57,17265.27,509.3,33155.43,1476.97,67126,19732,9644,28772,3762,16341.36,20754.72,1640.1,656.04,11689.44,2027.76,4370.88,3868.48,42000.64,24422.58,5397.42,805.14,238.56,2.06,1.73,18496.925,16468.23,COLORADO,Weld,3986.02589,74.03940872,0.3994,40.55499405,-104.3929621,8123,1237,69
148,201710,69.8,89962.66,111747.34,200298.03,171453.5,17347.06,403.42,6454.72,0,4437.62,1411.97,17347.06,159552.61,173096.028,9420.192,8242.668,5298.858,2355.048,69627.066,56639.634,10101.336,50626.934,46658.552,118000.35,27029.14,3025.65,15935.09,25617.17,51637.76,40947.13,83709.65,10085.5,1411.97,24003.49,46228.26,150487.74,190212.53,10488.92,1008.55,160360,41350,2067.5,3556.1,35726.4,30268.2,11081.8,160762.87,40947.13,23196.65,76448.09,76448.09,72817.31,3429.07,125261.91,9278.66,118531,22791,10473,35221,3608,67582.748,85019.578,5772.192,1924.064,46538.298,9981.082,14163.552,10032.516,172323.216,93677.866,26576.134,1082.286,841.778,2.09,1.59,33862.824,11757.925,CONNECTICUT,Fairfield,624.9645537,1511.042497,0.4497,41.26809896,-73.3881171,9001,9883,584
149,204259,69.9,89261.183,114997.817,202624.928,171986.078,19200.346,408.518,5514.993,0,5514.993,1634.072,15727.943,163202.941,176580.03,8222.13,6264.48,4698.36,2153.415,67463.935,53695.785,10263.53,57701.065,53946.115,112342.45,31864.404,2451.108,18587.569,30230.332,62503.254,46571.052,64954.362,7761.842,2042.59,26757.929,54992.256,143535.744,192207.719,11234.245,817.036,168861,35398,1345.124,2690.248,31362.628,27468.848,7929.152,163611.459,40647.541,23694.044,65158.621,65158.621,62503.254,2655.367,139100.379,8374.619,86026,21247,9522,29397,3688,61831.51,91370.45,8260.89,4881.435,57826.23,15395.295,17073.408,12705.792,168947.328,92747.265,32417.735,1877.475,500.66,1.99,1.49,45234.2,12336.6,CONNECTICUT,Hartford,734.9621057,1217.382492,0.515,41.80283011,-72.73103891,9003,4128,442
150,51466,69.4,24034.622,27431.378,51105.738,49819.088,566.126,102.932,463.194,0,154.398,360.262,926.388,49201.496,45575.696,1446.056,1446.056,1396.192,747.96,17443.734,14925.12,1834.546,13650.266,12157.754,30776.668,8337.492,411.728,3293.824,5198.066,15697.13,13329.694,17241.11,1441.048,205.864,8337.492,11958.072,38497.928,49150.03,2213.038,102.932,47246,4220,156.14,257.42,3806.44,3135.46,1084.54,47708.982,3757.018,1595.446,18373.362,18373.362,17652.838,771.99,33092.638,2110.106,83255,22578,12026,30364,2344,17008.418,23040.654,1150.478,652.974,13992.3,2300.956,3027.36,2875.992,44552.648,25808.02,5285.98,186.564,124.376,1.95,1.43,14217.372,9199.476,CONNECTICUT,Litchfield,920.5123234,198.8360127,0.0818,41.7937534,-73.2451475,9005,722,63
151,42895,69.7,19388.54,23506.46,42551.84,40535.775,1372.64,42.895,428.95,0,128.685,343.16,857.9,39935.245,37245.138,1484.856,1196.134,1278.626,618.69,14261.922,12472.792,1277.95,11297.078,10249.159,25222.26,6734.515,343.16,3260.02,3903.445,13426.135,10209.01,15313.515,1286.85,300.265,6820.305,10465.56,31064.44,40278.405,2573.7,42.895,39343,3552,110.112,191.808,3250.08,2731.488,820.512,39334.715,3560.285,1587.115,15356.41,15356.41,14798.775,600.53,27538.59,1630.01,92002,22296,11093,33551,4391,13878.537,18888.101,996.801,485.621,11475.991,1814.689,2367.21,2284.15,36878.64,20677.231,4881.769,178.913,76.677,1.91,1.33,4186.251,8519.388,CONNECTICUT,Middlesex,369.3041514,442.3670825,0.1182,41.45949668,-72.53714864,9007,525,53
152,199226,69.7,87460.214,111765.786,197632.192,172529.716,17332.662,199.226,4382.972,0,3187.616,1593.808,12750.464,163564.546,169214.32,9614.45,8076.138,5384.092,2115.179,65036.206,50997.025,9959.419,54956.794,51237.011,107781.266,30880.03,2191.486,18727.244,27891.64,68135.292,43630.494,59568.574,10160.526,1992.26,26895.51,52431.183,141041.817,187471.666,10957.43,796.904,175825,23401,1146.649,2059.288,20195.063,17269.938,6131.062,170139.004,29086.996,15938.08,67139.162,67139.162,64549.224,2789.164,132086.838,8168.266,85595,21102,9593,28478,4679,61436.416,89034.806,8519.503,4439.741,52076.962,15359.104,15284.367,11995.326,166193.307,88674.827,31318.173,1559.909,599.965,2.1,1.53,36469.206,12156.402,CONNECTICUT,New Haven,604.5154099,1421.533655,0.5223,41.4080325,-72.93620426,9009,5811,345
153,65176,69.6,30176.488,34999.512,64393.888,59049.456,2085.632,325.88,2150.808,65.176,782.112,782.112,2281.16,57745.936,58182.333,1832.017,1326.633,1832.017,947.595,22235.235,18588.815,2536.64,17399.765,16012.54,38779.72,10362.984,586.584,4431.968,6582.776,20725.968,16815.408,21051.848,2607.04,716.936,12904.848,16791.46,46572.54,60939.56,4106.088,130.352,58906,6270,420.09,369.93,5479.98,4602.18,1667.82,58267.344,6908.656,3128.448,22355.368,22355.368,21377.728,977.64,42820.632,2867.744,74165,21561,10557,33592,2740,20689.47,29686.615,1942.115,1268.32,19143.705,3804.96,4371.426,3547.824,55434.75,31826.905,7808.095,554.89,79.27,1.97,1.45,24788.946,12122.067,CONNECTICUT,New London,665.1443741,404.2445678,0.3561,41.48896435,-72.10430976,9011,397,14
154,32377,69,15184.813,17192.187,32215.115,31114.297,453.278,0,453.278,0,161.885,161.885,485.655,30790.527,29095.749,878.836,502.192,910.223,596.353,11614.448,10260.737,961.331,8004.552,7062.84,20462.264,4597.534,259.016,1877.866,2460.652,10684.41,7738.103,11493.835,971.31,259.016,5601.221,7690.148,23826.852,31081.92,1262.703,32.377,30380,1997,15.976,39.94,1941.084,1785.318,211.682,30142.987,2234.013,712.294,11170.065,11170.065,10716.787,453.278,21206.935,1262.703,81764,22498,11772,31057,3700,10790.45,14341.489,765.141,333.523,10241.118,1294.854,1355.231,1386.748,28775.021,16617.293,3001.707,215.809,39.238,1.98,1.5,458.757,5759.949,CONNECTICUT,Tolland,410.3520886,368.6322166,0.0694,41.85853803,-72.3308481,9013,331,32
155,26420,69.1,11968.26,14451.74,25970.86,25178.26,396.3,26.42,184.94,0,211.36,449.14,1083.22,24570.6,22559.229,1139.355,1012.76,607.656,329.147,8575.366,7011.987,1021.614,6903.634,6423.785,15059.4,3910.16,317.04,2166.44,4174.36,9062.06,6842.78,6340.8,1188.9,237.78,4966.96,7941.336,17511.664,24887.64,1426.68,105.68,25087,1333,122.636,50.654,1159.71,954.428,378.572,24306.4,2113.6,977.54,8058.1,8058.1,7635.38,422.72,18361.9,1373.84,62731,20807,10410,27089,3233,7553.752,11547.334,1006.135,959.698,7306.088,1903.917,2087.146,1807.163,21584.144,12274.847,3204.153,154.79,108.353,2.05,1.46,866.72,4896.968,CONNECTICUT,Windham,512.9281962,227.2013917,0.4232,41.82972709,-71.98182316,9015,122,7
156,38069,69.9,17207.188,20861.812,37688.31,28589.819,7766.076,304.552,799.449,0,228.414,380.69,1104.001,27904.577,32953.752,1565.676,1677.51,1081.062,521.892,13488.243,10705.311,2356.515,8954.757,8214.138,22422.641,5329.66,494.897,2017.657,6052.971,14275.875,10050.216,7689.938,2512.554,799.449,8146.766,11583.46,25782.54,35518.377,2474.485,38.069,35631,2438,231.61,165.784,2043.044,1918.706,519.294,35442.239,2626.761,1218.208,9821.802,9821.802,9326.905,494.897,28247.198,1979.588,62345,21756,10329,26560,1409,9650.49,18560.361,1413.909,561.075,12635.409,2558.502,3138.744,2690.352,31536.904,18874.563,3568.437,314.202,134.658,2.03,1.66,4358.084,17289.448,DELAWARE,Kent,585.806361,298.4296717,0.7268,39.08646628,-75.56884914,10001,503,15
